tweet,class
"RT @IEatHeartsBitch: If you tell her the dick good she gone wanna try, tell her it's wack she gone wanna see for herself. A hoe gone be a h&#8230;",1
@SPIFFY_VUITTON You see the bitch with the fake leg that's bout to come on?? Lmao She kinda bad doe in the Pole,1
That depression shit trash.,1
"My ""sister"" use to walk the blade EVERYNIGHT so the way I see it that bitch don't have NO PLACE to try &amp; tell me wtf I should &amp; shouldnt do",1
Like a woman to tell you what she wants you to do without sounding like a bossy demanding bitch.The art to that is sexy.,1
@Valentin_R94 bitch whatever nigga u were to scared to play,1
@StephyRae7 hii fag. :),1
America is white trash and so are all Americans.,0
R&amp;B is so trash now compared to early 2000's.,2
"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash.",2
RT @LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...,1
RT @TheSexFacts101: Fucking over your guaranteed pussy trying to get some more pussy will end you up with no pussy!,1
@iGivePussyCPR baker planted an M-80 in that bitch. When white guy lights the wick... &#128163;,1
Pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !!!!!,1
Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.,1
RT @Goldie_Brim: Smack a bitch no filter,1
@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty,2
"Man, that is a serious shiner Chara's sporting. Yowza.",2
RT @divonte_photos: Momma said no pussy cats inside of my dog house.,1
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,0
RT @pro_failure: My favorite childhood memory was when my mom found my stash of 30 Xanax then was slightly less of a bitch for exactly one &#8230;,1
RT @HoneyyDip__: +1 RT @gingersospicy_: Me. RT @viaNAWF: @ the fat bitch who's fat but think she thick and a big fine,1
RT @imnussie: I kno u wanna roll w/ a bitch like me!,1
@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.,2
Who shot John lookin ass hoe,1
"Especially that wee cunt that walks about tensing all the time lol, sup wae that shit? You are 5 foot fuck all. Tank my motherfucking arse",1
"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B",1
I'm just salty bitch,1
RT @maya_hampton: @whateverduuude ily ur a bad bitch,1
You think I'd learn by now that once red flag bullshit appears to gtfo. But nooooo I have to have faggot ass faith in people.,1
"Good even-ink, honkies!",1
RT @TheSeanyV: I didn't pull bitches in elementary school. My parents couldn't afford the 64-count color box with the sharpener on the back&#8230;,1
@TheBlackTicTac Call me bitch again and see if I don't slap the sexy out of your mom and have Justin Timberlake bring it back.,1
RT @northphilliest: &#128514;&#128514;&#128514; RT @curbyourhoe: AO got bitches at home scrolling IG like ... http://t.co/MMaeo2gwES,1
I ain't really trippin about the money yo that shit constantly comes like a bitch pussy,1
"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",2
"RT @HollywoodLavish: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128143;&#128145;&#128107;&#128081;&#128525;&#128152;&#128141;",1
These hoes ain't got nothing on ya,1
"934 8616
i got a missed call from yo bitch",1
RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;,2
She's just mad cuz her big toe looks like an angry bird! Haha,2
"So, about this flappy bird game then.",2
RT @SheScreamsGera: Stop complaining about being single hoe! We have bigger problems here Rn Like McDonald&#8217;s doesn&#8217;t serve breakfast after &#8230;,1
RT @JesusIsAJerk: On my way to fuck your bitch. http://t.co/aNZngPNmLS,1
@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up,1
Kinda RT @Peachpapayya: U mad friend?? RT @viaNAWF: Fat fucking funky nasty ass hoes,1
RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,1
"RT @TGrozay: ""@WhereYoHussleAt: I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"" http://t.co&#8230;",1
"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g""",1
That's why I don't stunt these hoes on Instagram. #teamrealbooty http://t.co/VchXqgMbDE,1
Twitter your being a bitch,1
Ran here from my house too... I'm kinda retarded. Lol,1
@Amizzyy_ Lol that hoe did numbers,1
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",1
I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,0
@Mimistheone stop trolling me u creepy ass cracker!!!,0
RT @paidinfull_4: &#8220;@brennonthekidd_: what would u do? .. &#128561; http://t.co/RisLnwWIeR&#8221;kick that bitch down the stairs!,1
U know this bitch hard http://t.co/oGhm5uYVuC,1
"RT @ImHim_Cutthroat: ""@TRESHON_SCROOGE: Mrs Harden be blowin me i be wanna snap on her ahh""I had that bitch freshmen year damn nea caught a&#8230;",1
Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,2
That pussy can't be that hairy shit gotta stink lol,1
"RT @NoHoesNextDoor: When you make a beat with a pencil in class and the teacher says ""keep making that trash ass beat and I'll fail you"" ht&#8230;",1
A nicca ain't do shit all day,1
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",2
Early worm gets the bird #Bslfe #GoodMorning http://t.co/dfE8MF2Q28,2
@SoftestMuffin @TorahBlaze @_tee13 billy goat hillbillies you sucking &amp; fucking. You disgraceful brazzen faced unabashed pig,1
"These bitches washed up, ain't no soap involved.",1
That bitch cur my hair way to short,1
RT @yasminmarie23: When you realize you got no hoes http://t.co/s5YVAv8G7l,1
"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",0
U see a super bad bitch in the club with a nigga that u just can't understand how he got her 99% chance he meet her at #happyhour,1
RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv,2
What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ,1
"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",2
RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,1
"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed",1
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",0
@morgan_mccubbin fake bitches.... #nicetry,1
@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,2
RT @phatsyeo215: these bitches ain't real. &#128514;,1
@Nazario1017 I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game,2
After a fight in the club in New Orleans them bitches start jumping,1
@twincitytyson if somehow u didn't already go I'm down nig,1
@kylegotjokes @yaaagirlllmeggx that's fucking bitches for ya! Using that pus to hook u,1
@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;,1
"Shine on them hoes, let em know you run shit !",1
"RT @xGingerAvenger: To that cunt who said she won't RT ppl who use foul language because it lacks intelligence... bitch, let me introduce y&#8230;",1
"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;",2
RT @dattniggamatt_: I'm a cool ass nigga lbs..it's rare if a mf don't like me..nigga you either hating or mad cus yo bitch choosing &#128557;&#128564;&#128175;,1
"Forreal forreal, I would let the founder of Capcom fuck my bitch. They made Street Fighter AND Marvel vs Capcom #EternallyGrateful",1
Twitter is for fags.,0
&#8220;@___Tamm: @VoiceOfDStreetz cuz you a hoe lol&#8221; cuz you went on your lil rant on me man!,1
My mf dawggg &#128175;&#128175;&#128175;&#128584;&#128584; I miss this hoe man http://t.co/6NokkwiKRL,1
You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes,1
RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,1
RT @tylergposey: Happy teen wolf! Here's me with @IanBohen getting ready to bitch slap a berzerker http://t.co/ZChBqXFA0g,1
"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. #A$AP",1
RT @_tellmeboutLOVE: I swear these bitches think their still in highschool,1
"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash",1
RT @RollyPolly1x: This bitch quit after an hour of working here wtf &#128514;,1
"RT @Classact23: RT @DarkKent27: If I text ""You up?"" that means is it safe for me to come and eat the pussy until I reach cream filling?&gt; &#128563;.&#8230;",1
"""@HoskinsTy96: White boy power bitch"" black power bitch",1
"RT @TheReal_Salmon: Snail hoe: my parents just left, they gonna be gone for 15 mins..

Snail: ok ?

Snail hoe: Im horny af

Snail:... http:&#8230;",1
Who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture,1
"Same. RT @TylerIAm That was back when i found myself listening to mad """"""""""""real hip hop"""""""""""". Zero bitches in sight",1
"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",2
When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe,2
"@tdwp327 practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",2
"RT @hiiighem143: ""@Ugh_Sickoe: &#8220;@TheUncurvable: If you ever had an abortion you got cemetery pussy&#8221; &#128128;"" omg lmao",1
"Remember when black girls out numbers in front of shit. ""I'm 9 hungry"" ""You 7 stupid hoe""",1
@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,0
"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;",2
Life is a bitch but every dog has its day,1
&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,1
&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter,1
Really Barnicle? OJ or Anthony Weiner? MJ is a clown show for #teabaggers and the rich. Come on #msnbc do you want good ratings? #morningjoe,1
IM our here filling these hoes jaw side,1
"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",0
@MichaelSafady only if you're a twat as well. Be not a twat my son.,1
I'm about to start calling out people and why they do retarded things,1
After tonight&amp;&amp; many more nights to come!! I will show you what a cold hearted bitch can do!!! #donefeedup #solo,1
I'm gonna be ghetto and color over the stain with a sharpie ctfu,2
In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,1
"If I wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;",1
RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,0
RT @GoatRapLines: When Wale said.....nvm that nigga trash,1
"RT @McNarstle: ...and rounding out our CNN Ebola panel tonight, the monkey from the 1995 film, OUTBREAK.",2
"RT @Mobute: Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future. http://t.co/&#8230;",2
"RT @CauseWereGuys: Call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen",1
See two of his bitches in the cluuuuub &#8220;@_TonyHilfiger: What he do for a living? http://t.co/CS9dfgl7EW&#8221;,1
"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",1
RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,2
"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",2
"Girls are so fucking grimy today, keep your vagina in your pants you dirty hoe",1
@staviebby2010 Mmmm sure dont seem like it.. lmfao but yess ill be that bitch:)) now are you done?,1
My niggah my niggah...,1
@Cotton_Candy9 god wrote em now think again coon,1
&#8220;@iDntWearCondoms: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;,1
RT @Qwyenton: Dat ghetto shit aint attractive,1
We're going to make the school look so redneck tomorrow.,2
Lmao! RT @HUMonTHESE Harden look like the last air bender out this bitch. http://t.co/jN8exkXf,1
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",1
Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?,1
&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw,1
hahaha dumb bitch,1
RT @DrummerKid0328: You prolly don't like me niggah I don't really give a fuck how you feel &#128175;,1
can my cat not kill birds and make a huge mes of feathers,2
were gunna shake our honkey tonk badonkadonks (': @SAMMI_boyden,2
RT @radiotour_en: Duchess of Cambridge to present the first yellow jersey http://t.co/8VVNU9DrFM #TDF,2
"All good things must come to an end, that's all right get 'em tomorrow #Yankees",2
RT @MLPerkinsJr: Overtime bitches.,1
"bitches ain&#8217;t shit, and they ain&#8217;t saying nothin&#8217;",1
&#8220;@JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;,2
RT @strapdafool: Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up,1
@kitty_hello14 bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple,1
Wait that's noooo butt naked bitch &#128514;&#128514;&#128514;&#128514;&#128514; awwwww boy!!!!!!,1
@_xpriceless_ bitch u forcin it talkin about my family and shit watch out,1
need to get the sheriff Rick in here to show these pussy ass police officers who is boss.,1
"Posted a new song: """"guala"""" http://t.co/TbpOuto6zR http://t.co/y1RpItkIAf",2
